Maker,Maker_Group,Month,Registerations,State 
SAKSHAM TRADING COMPANY,Others,JUL,0,Maharasthra
SAKSHAM TRADING COMPANY,Others,AUG,0,Maharasthra
SAKSHAM TRADING COMPANY,Others,SEP,0,Maharasthra
SAKSHAM TRADING COMPANY,Others,OCT,0,Maharasthra
SAKSHAM TRADING COMPANY,Others,NOV,0,Maharasthra
SAKSHAM TRADING COMPANY,Others,DEC,0,Maharasthra
SATHI MOTORS ELECTRIC VEHICLE PVT LTD,Others,JAN,12,Maharasthra
SATHI MOTORS ELECTRIC VEHICLE PVT LTD,Others,FEB,10,Maharasthra
SATHI MOTORS ELECTRIC VEHICLE PVT LTD,Others,MAR,7,Maharasthra
SATHI MOTORS ELECTRIC VEHICLE PVT LTD,Others,APR,5,Maharasthra
SATHI MOTORS ELECTRIC VEHICLE PVT LTD,Others,MAY,3,Maharasthra
SATHI MOTORS ELECTRIC VEHICLE PVT LTD,Others,JUN,7,Maharasthra
SATHI MOTORS ELECTRIC VEHICLE PVT LTD,Others,JUL,5,Maharasthra
SATHI MOTORS ELECTRIC VEHICLE PVT LTD,Others,AUG,7,Maharasthra
SATHI MOTORS ELECTRIC VEHICLE PVT LTD,Others,SEP,8,Maharasthra
SATHI MOTORS ELECTRIC VEHICLE PVT LTD,Others,OCT,13,Maharasthra
SATHI MOTORS ELECTRIC VEHICLE PVT LTD,Others,NOV,4,Maharasthra
SATHI MOTORS ELECTRIC VEHICLE PVT LTD,Others,DEC,6,Maharasthra
SHAKTI AUTO GREEN,Others,JAN,13,Maharasthra
SHAKTI AUTO GREEN,Others,FEB,9,Maharasthra
SHAKTI AUTO GREEN,Others,MAR,14,Maharasthra
SHAKTI AUTO GREEN,Others,APR,12,Maharasthra
SHAKTI AUTO GREEN,Others,MAY,5,Maharasthra
SHAKTI AUTO GREEN,Others,JUN,10,Maharasthra
SHAKTI AUTO GREEN,Others,JUL,6,Maharasthra
SHAKTI AUTO GREEN,Others,AUG,5,Maharasthra
SHAKTI AUTO GREEN,Others,SEP,4,Maharasthra
SHAKTI AUTO GREEN,Others,OCT,1,Maharasthra
SHAKTI AUTO GREEN,Others,NOV,3,Maharasthra
SHAKTI AUTO GREEN,Others,DEC,1,Maharasthra
SHIGAN EVOLTZ LTD,Others,JAN,0,Maharasthra
SHIGAN EVOLTZ LTD,Others,FEB,1,Maharasthra
SHIGAN EVOLTZ LTD,Others,MAR,0,Maharasthra
SHIGAN EVOLTZ LTD,Others,APR,0,Maharasthra
SHIGAN EVOLTZ LTD,Others,MAY,2,Maharasthra
SHIGAN EVOLTZ LTD,Others,JUN,3,Maharasthra
SHIGAN EVOLTZ LTD,Others,JUL,1,Maharasthra
SHIGAN EVOLTZ LTD,Others,AUG,0,Maharasthra
SHIGAN EVOLTZ LTD,Others,SEP,5,Maharasthra
SHIGAN EVOLTZ LTD,Others,OCT,0,Maharasthra
SHIGAN EVOLTZ LTD,Others,NOV,0,Maharasthra
SHIGAN EVOLTZ LTD,Others,DEC,3,Maharasthra
SHIV OM INDIA,Others,JAN,1,Maharasthra
SHIV OM INDIA,Others,FEB,0,Maharasthra
SHIV OM INDIA,Others,MAR,0,Maharasthra
SHIV OM INDIA,Others,APR,0,Maharasthra
SHIV OM INDIA,Others,MAY,0,Maharasthra
SHIV OM INDIA,Others,JUN,0,Maharasthra
SHIV OM INDIA,Others,JUL,0,Maharasthra
SHIV OM INDIA,Others,AUG,0,Maharasthra
SHIV OM INDIA,Others,SEP,0,Maharasthra
SHIV OM INDIA,Others,OCT,0,Maharasthra
SHIV OM INDIA,Others,NOV,0,Maharasthra
SHIV OM INDIA,Others,DEC,0,Maharasthra
SHREE MOTORS,Others,JAN,0,Maharasthra
SHREE MOTORS,Others,FEB,0,Maharasthra
SHREE MOTORS,Others,MAR,0,Maharasthra
SHREE MOTORS,Others,APR,0,Maharasthra
SHREE MOTORS,Others,MAY,0,Maharasthra
SHREE MOTORS,Others,JUN,0,Maharasthra
SHREE MOTORS,Others,JUL,0,Maharasthra
SHREE MOTORS,Others,AUG,0,Maharasthra
SHREE MOTORS,Others,SEP,0,Maharasthra
SHREE MOTORS,Others,OCT,4,Maharasthra
SHREE MOTORS,Others,NOV,2,Maharasthra
SHREE MOTORS,Others,DEC,5,Maharasthra
SHRI BARSANA E-VEHICLES PVT LTD,Others,JAN,1,Maharasthra
SHRI BARSANA E-VEHICLES PVT LTD,Others,FEB,1,Maharasthra
SHRI BARSANA E-VEHICLES PVT LTD,Others,MAR,0,Maharasthra
SHRI BARSANA E-VEHICLES PVT LTD,Others,APR,2,Maharasthra
SHRI BARSANA E-VEHICLES PVT LTD,Others,MAY,0,Maharasthra
SHRI BARSANA E-VEHICLES PVT LTD,Others,JUN,0,Maharasthra
SHRI BARSANA E-VEHICLES PVT LTD,Others,JUL,0,Maharasthra
SHRI BARSANA E-VEHICLES PVT LTD,Others,AUG,0,Maharasthra
SHRI BARSANA E-VEHICLES PVT LTD,Others,SEP,1,Maharasthra
SHRI BARSANA E-VEHICLES PVT LTD,Others,OCT,0,Maharasthra
SHRI BARSANA E-VEHICLES PVT LTD,Others,NOV,0,Maharasthra
SHRI BARSANA E-VEHICLES PVT LTD,Others,DEC,0,Maharasthra
SIDANA INDUSTRIES,Others,JAN,0,Maharasthra
SIDANA INDUSTRIES,Others,FEB,0,Maharasthra
SIDANA INDUSTRIES,Others,MAR,0,Maharasthra
SIDANA INDUSTRIES,Others,APR,0,Maharasthra
SIDANA INDUSTRIES,Others,MAY,0,Maharasthra
SIDANA INDUSTRIES,Others,JUN,0,Maharasthra
SIDANA INDUSTRIES,Others,JUL,0,Maharasthra
SIDANA INDUSTRIES,Others,AUG,0,Maharasthra
SIDANA INDUSTRIES,Others,SEP,2,Maharasthra
SIDANA INDUSTRIES,Others,OCT,2,Maharasthra
SIDANA INDUSTRIES,Others,NOV,3,Maharasthra
SIDANA INDUSTRIES,Others,DEC,2,Maharasthra
SKS TRADE INDIA PVT LTD,Others,JAN,4,Maharasthra
SKS TRADE INDIA PVT LTD,Others,FEB,2,Maharasthra
SKS TRADE INDIA PVT LTD,Others,MAR,2,Maharasthra
SKS TRADE INDIA PVT LTD,Others,APR,0,Maharasthra
SKS TRADE INDIA PVT LTD,Others,MAY,3,Maharasthra
SKS TRADE INDIA PVT LTD,Others,JUN,4,Maharasthra
SKS TRADE INDIA PVT LTD,Others,JUL,2,Maharasthra
SKS TRADE INDIA PVT LTD,Others,AUG,2,Maharasthra
SKS TRADE INDIA PVT LTD,Others,SEP,1,Maharasthra
SKS TRADE INDIA PVT LTD,Others,OCT,0,Maharasthra
SKS TRADE INDIA PVT LTD,Others,NOV,5,Maharasthra
SKS TRADE INDIA PVT LTD,Others,DEC,13,Maharasthra
SPEEDLOOP AUTO PVT LTD,Others,JAN,0,Maharasthra
SPEEDLOOP AUTO PVT LTD,Others,FEB,0,Maharasthra
SPEEDLOOP AUTO PVT LTD,Others,MAR,0,Maharasthra
SPEEDLOOP AUTO PVT LTD,Others,APR,0,Maharasthra
SPEEDLOOP AUTO PVT LTD,Others,MAY,0,Maharasthra
SPEEDLOOP AUTO PVT LTD,Others,JUN,0,Maharasthra
SPEEDLOOP AUTO PVT LTD,Others,JUL,0,Maharasthra
SPEEDLOOP AUTO PVT LTD,Others,AUG,0,Maharasthra
SPEEDLOOP AUTO PVT LTD,Others,SEP,3,Maharasthra
SPEEDLOOP AUTO PVT LTD,Others,OCT,0,Maharasthra
SPEEDLOOP AUTO PVT LTD,Others,NOV,1,Maharasthra
SPEEDLOOP AUTO PVT LTD,Others,DEC,0,Maharasthra
SPEEGO VEHICLES CO PVT LTD,Others,JAN,4,Maharasthra
SPEEGO VEHICLES CO PVT LTD,Others,FEB,0,Maharasthra
SPEEGO VEHICLES CO PVT LTD,Others,MAR,6,Maharasthra
SPEEGO VEHICLES CO PVT LTD,Others,APR,2,Maharasthra
SPEEGO VEHICLES CO PVT LTD,Others,MAY,1,Maharasthra
SPEEGO VEHICLES CO PVT LTD,Others,JUN,1,Maharasthra
SPEEGO VEHICLES CO PVT LTD,Others,JUL,4,Maharasthra
SPEEGO VEHICLES CO PVT LTD,Others,AUG,0,Maharasthra
SPEEGO VEHICLES CO PVT LTD,Others,SEP,0,Maharasthra
SPEEGO VEHICLES CO PVT LTD,Others,OCT,0,Maharasthra
SPEEGO VEHICLES CO PVT LTD,Others,NOV,0,Maharasthra
SPEEGO VEHICLES CO PVT LTD,Others,DEC,0,Maharasthra
STAR IGLOBAL AUTOMOTIVE PVT LTD,Others,JAN,2,Maharasthra
STAR IGLOBAL AUTOMOTIVE PVT LTD,Others,FEB,1,Maharasthra
STAR IGLOBAL AUTOMOTIVE PVT LTD,Others,MAR,4,Maharasthra
STAR IGLOBAL AUTOMOTIVE PVT LTD,Others,APR,0,Maharasthra
STAR IGLOBAL AUTOMOTIVE PVT LTD,Others,MAY,1,Maharasthra
STAR IGLOBAL AUTOMOTIVE PVT LTD,Others,JUN,2,Maharasthra
STAR IGLOBAL AUTOMOTIVE PVT LTD,Others,JUL,0,Maharasthra
STAR IGLOBAL AUTOMOTIVE PVT LTD,Others,AUG,0,Maharasthra
STAR IGLOBAL AUTOMOTIVE PVT LTD,Others,SEP,0,Maharasthra
STAR IGLOBAL AUTOMOTIVE PVT LTD,Others,OCT,0,Maharasthra
STAR IGLOBAL AUTOMOTIVE PVT LTD,Others,NOV,0,Maharasthra
STAR IGLOBAL AUTOMOTIVE PVT LTD,Others,DEC,0,Maharasthra
SUPERTECH EV LIMITED,Others,JAN,1,Maharasthra
SUPERTECH EV LIMITED,Others,FEB,0,Maharasthra
SUPERTECH EV LIMITED,Others,MAR,0,Maharasthra
SUPERTECH EV LIMITED,Others,APR,0,Maharasthra
SUPERTECH EV LIMITED,Others,MAY,0,Maharasthra
SUPERTECH EV LIMITED,Others,JUN,0,Maharasthra
SUPERTECH EV LIMITED,Others,JUL,0,Maharasthra
SUPERTECH EV LIMITED,Others,AUG,0,Maharasthra
SUPERTECH EV LIMITED,Others,SEP,0,Maharasthra
SUPERTECH EV LIMITED,Others,OCT,0,Maharasthra
SUPERTECH EV LIMITED,Others,NOV,0,Maharasthra
SUPERTECH EV LIMITED,Others,DEC,0,Maharasthra
TERRA MOTORS INDIA PVT LTD,Others,JAN,13,Maharasthra
TERRA MOTORS INDIA PVT LTD,Others,FEB,13,Maharasthra
TERRA MOTORS INDIA PVT LTD,Others,MAR,8,Maharasthra
TERRA MOTORS INDIA PVT LTD,Others,APR,8,Maharasthra
TERRA MOTORS INDIA PVT LTD,Others,MAY,10,Maharasthra
TERRA MOTORS INDIA PVT LTD,Others,JUN,12,Maharasthra
TERRA MOTORS INDIA PVT LTD,Others,JUL,4,Maharasthra
TERRA MOTORS INDIA PVT LTD,Others,AUG,12,Maharasthra
TERRA MOTORS INDIA PVT LTD,Others,SEP,5,Maharasthra
TERRA MOTORS INDIA PVT LTD,Others,OCT,11,Maharasthra
TERRA MOTORS INDIA PVT LTD,Others,NOV,6,Maharasthra
TERRA MOTORS INDIA PVT LTD,Others,DEC,6,Maharasthra
THUKRAL ELECTRIC BIKES PVT LTD,Others,JAN,9,Maharasthra
THUKRAL ELECTRIC BIKES PVT LTD,Others,FEB,3,Maharasthra
THUKRAL ELECTRIC BIKES PVT LTD,Others,MAR,2,Maharasthra
THUKRAL ELECTRIC BIKES PVT LTD,Others,APR,2,Maharasthra
THUKRAL ELECTRIC BIKES PVT LTD,Others,MAY,6,Maharasthra
THUKRAL ELECTRIC BIKES PVT LTD,Others,JUN,4,Maharasthra
THUKRAL ELECTRIC BIKES PVT LTD,Others,JUL,4,Maharasthra
THUKRAL ELECTRIC BIKES PVT LTD,Others,AUG,0,Maharasthra
THUKRAL ELECTRIC BIKES PVT LTD,Others,SEP,7,Maharasthra
THUKRAL ELECTRIC BIKES PVT LTD,Others,OCT,3,Maharasthra
THUKRAL ELECTRIC BIKES PVT LTD,Others,NOV,4,Maharasthra
THUKRAL ELECTRIC BIKES PVT LTD,Others,DEC,5,Maharasthra
TI CLEAN MOBILITY PVT LTD,Others,JAN,6,Maharasthra
TI CLEAN MOBILITY PVT LTD,Others,FEB,2,Maharasthra
TI CLEAN MOBILITY PVT LTD,Others,MAR,5,Maharasthra
TI CLEAN MOBILITY PVT LTD,Others,APR,5,Maharasthra
TI CLEAN MOBILITY PVT LTD,Others,MAY,1,Maharasthra
TI CLEAN MOBILITY PVT LTD,Others,JUN,3,Maharasthra
TI CLEAN MOBILITY PVT LTD,Others,JUL,12,Maharasthra
TI CLEAN MOBILITY PVT LTD,Others,AUG,7,Maharasthra
TI CLEAN MOBILITY PVT LTD,Others,SEP,4,Maharasthra
TI CLEAN MOBILITY PVT LTD,Others,OCT,10,Maharasthra
TI CLEAN MOBILITY PVT LTD,Others,NOV,14,Maharasthra
TI CLEAN MOBILITY PVT LTD,Others,DEC,16,Maharasthra
TIRANGA AUTOTECH INDIA PVT LTD,Others,JAN,0,Maharasthra
TIRANGA AUTOTECH INDIA PVT LTD,Others,FEB,1,Maharasthra
TIRANGA AUTOTECH INDIA PVT LTD,Others,MAR,2,Maharasthra
TIRANGA AUTOTECH INDIA PVT LTD,Others,APR,0,Maharasthra
TIRANGA AUTOTECH INDIA PVT LTD,Others,MAY,0,Maharasthra
TIRANGA AUTOTECH INDIA PVT LTD,Others,JUN,2,Maharasthra
TIRANGA AUTOTECH INDIA PVT LTD,Others,JUL,0,Maharasthra
TIRANGA AUTOTECH INDIA PVT LTD,Others,AUG,0,Maharasthra
TIRANGA AUTOTECH INDIA PVT LTD,Others,SEP,0,Maharasthra
TIRANGA AUTOTECH INDIA PVT LTD,Others,OCT,0,Maharasthra
TIRANGA AUTOTECH INDIA PVT LTD,Others,NOV,0,Maharasthra
TIRANGA AUTOTECH INDIA PVT LTD,Others,DEC,3,Maharasthra
TRINITY ELECTRIC VEHICLES PVT LTD,Others,JAN,17,Maharasthra
TRINITY ELECTRIC VEHICLES PVT LTD,Others,FEB,8,Maharasthra
TRINITY ELECTRIC VEHICLES PVT LTD,Others,MAR,10,Maharasthra
TRINITY ELECTRIC VEHICLES PVT LTD,Others,APR,10,Maharasthra
TRINITY ELECTRIC VEHICLES PVT LTD,Others,MAY,5,Maharasthra
TRINITY ELECTRIC VEHICLES PVT LTD,Others,JUN,3,Maharasthra
TRINITY ELECTRIC VEHICLES PVT LTD,Others,JUL,21,Maharasthra
TRINITY ELECTRIC VEHICLES PVT LTD,Others,AUG,3,Maharasthra
TRINITY ELECTRIC VEHICLES PVT LTD,Others,SEP,1,Maharasthra
TRINITY ELECTRIC VEHICLES PVT LTD,Others,OCT,16,Maharasthra
TRINITY ELECTRIC VEHICLES PVT LTD,Others,NOV,11,Maharasthra
TRINITY ELECTRIC VEHICLES PVT LTD,Others,DEC,0,Maharasthra
TRISHIKA INDUSTRIES,Others,JAN,6,Maharasthra
TRISHIKA INDUSTRIES,Others,FEB,0,Maharasthra
TRISHIKA INDUSTRIES,Others,MAR,1,Maharasthra
TRISHIKA INDUSTRIES,Others,APR,1,Maharasthra
TRISHIKA INDUSTRIES,Others,MAY,0,Maharasthra
TRISHIKA INDUSTRIES,Others,JUN,0,Maharasthra
TRISHIKA INDUSTRIES,Others,JUL,0,Maharasthra
TRISHIKA INDUSTRIES,Others,AUG,2,Maharasthra
TRISHIKA INDUSTRIES,Others,SEP,0,Maharasthra
TRISHIKA INDUSTRIES,Others,OCT,0,Maharasthra
TRISHIKA INDUSTRIES,Others,NOV,0,Maharasthra
TRISHIKA INDUSTRIES,Others,DEC,0,Maharasthra
T U K INDUSTRIES,Others,JAN,0,Maharasthra
T U K INDUSTRIES,Others,FEB,0,Maharasthra
T U K INDUSTRIES,Others,MAR,0,Maharasthra
T U K INDUSTRIES,Others,APR,0,Maharasthra
T U K INDUSTRIES,Others,MAY,0,Maharasthra
T U K INDUSTRIES,Others,JUN,0,Maharasthra
T U K INDUSTRIES,Others,JUL,0,Maharasthra
T U K INDUSTRIES,Others,AUG,0,Maharasthra
T U K INDUSTRIES,Others,SEP,1,Maharasthra
T U K INDUSTRIES,Others,OCT,12,Maharasthra
T U K INDUSTRIES,Others,NOV,8,Maharasthra
T U K INDUSTRIES,Others,DEC,17,Maharasthra
TVS MOTOR COMPANY LTD,Others,JAN,391,Maharasthra
TVS MOTOR COMPANY LTD,Others,FEB,276,Maharasthra
TVS MOTOR COMPANY LTD,Others,MAR,317,Maharasthra
TVS MOTOR COMPANY LTD,Others,APR,302,Maharasthra
TVS MOTOR COMPANY LTD,Others,MAY,241,Maharasthra
TVS MOTOR COMPANY LTD,Others,JUN,327,Maharasthra
TVS MOTOR COMPANY LTD,Others,JUL,315,Maharasthra
TVS MOTOR COMPANY LTD,Others,AUG,330,Maharasthra
TVS MOTOR COMPANY LTD,Others,SEP,315,Maharasthra
TVS MOTOR COMPANY LTD,Others,OCT,521,Maharasthra
TVS MOTOR COMPANY LTD,Others,NOV,369,Maharasthra
TVS MOTOR COMPANY LTD,Others,DEC,360,Maharasthra
TWO FRIENDS AUTO ELECTRIC PVT LTD,Others,JAN,3,Maharasthra
TWO FRIENDS AUTO ELECTRIC PVT LTD,Others,FEB,3,Maharasthra
TWO FRIENDS AUTO ELECTRIC PVT LTD,Others,MAR,5,Maharasthra
TWO FRIENDS AUTO ELECTRIC PVT LTD,Others,APR,2,Maharasthra
TWO FRIENDS AUTO ELECTRIC PVT LTD,Others,MAY,7,Maharasthra
TWO FRIENDS AUTO ELECTRIC PVT LTD,Others,JUN,12,Maharasthra
TWO FRIENDS AUTO ELECTRIC PVT LTD,Others,JUL,2,Maharasthra
TWO FRIENDS AUTO ELECTRIC PVT LTD,Others,AUG,0,Maharasthra
TWO FRIENDS AUTO ELECTRIC PVT LTD,Others,SEP,0,Maharasthra
TWO FRIENDS AUTO ELECTRIC PVT LTD,Others,OCT,0,Maharasthra
TWO FRIENDS AUTO ELECTRIC PVT LTD,Others,NOV,0,Maharasthra
TWO FRIENDS AUTO ELECTRIC PVT LTD,Others,DEC,0,Maharasthra
UNIQUE ENTERPRISES,Others,JAN,0,Maharasthra
UNIQUE ENTERPRISES,Others,FEB,1,Maharasthra
UNIQUE ENTERPRISES,Others,MAR,0,Maharasthra
UNIQUE ENTERPRISES,Others,APR,0,Maharasthra
UNIQUE ENTERPRISES,Others,MAY,0,Maharasthra
UNIQUE ENTERPRISES,Others,JUN,0,Maharasthra
UNIQUE ENTERPRISES,Others,JUL,0,Maharasthra
UNIQUE ENTERPRISES,Others,AUG,0,Maharasthra
UNIQUE ENTERPRISES,Others,SEP,0,Maharasthra
UNIQUE ENTERPRISES,Others,OCT,0,Maharasthra
UNIQUE ENTERPRISES,Others,NOV,0,Maharasthra
UNIQUE ENTERPRISES,Others,DEC,0,Maharasthra
UNIQUE INTERNATIONAL EV PVT LTD,Others,JAN,4,Maharasthra
UNIQUE INTERNATIONAL EV PVT LTD,Others,FEB,2,Maharasthra
UNIQUE INTERNATIONAL EV PVT LTD,Others,MAR,4,Maharasthra
UNIQUE INTERNATIONAL EV PVT LTD,Others,APR,0,Maharasthra
UNIQUE INTERNATIONAL EV PVT LTD,Others,MAY,1,Maharasthra
UNIQUE INTERNATIONAL EV PVT LTD,Others,JUN,1,Maharasthra
UNIQUE INTERNATIONAL EV PVT LTD,Others,JUL,2,Maharasthra
UNIQUE INTERNATIONAL EV PVT LTD,Others,AUG,2,Maharasthra
UNIQUE INTERNATIONAL EV PVT LTD,Others,SEP,1,Maharasthra
UNIQUE INTERNATIONAL EV PVT LTD,Others,OCT,1,Maharasthra
UNIQUE INTERNATIONAL EV PVT LTD,Others,NOV,0,Maharasthra
UNIQUE INTERNATIONAL EV PVT LTD,Others,DEC,0,Maharasthra
VICTORY ELECTRIC VEHICLES INTERNATIONAL LTD,Others,JAN,0,Maharasthra
VICTORY ELECTRIC VEHICLES INTERNATIONAL LTD,Others,FEB,1,Maharasthra
VICTORY ELECTRIC VEHICLES INTERNATIONAL LTD,Others,MAR,0,Maharasthra
VICTORY ELECTRIC VEHICLES INTERNATIONAL LTD,Others,APR,0,Maharasthra
VICTORY ELECTRIC VEHICLES INTERNATIONAL LTD,Others,MAY,0,Maharasthra
VICTORY ELECTRIC VEHICLES INTERNATIONAL LTD,Others,JUN,0,Maharasthra
VICTORY ELECTRIC VEHICLES INTERNATIONAL LTD,Others,JUL,0,Maharasthra
VICTORY ELECTRIC VEHICLES INTERNATIONAL LTD,Others,AUG,0,Maharasthra
VICTORY ELECTRIC VEHICLES INTERNATIONAL LTD,Others,SEP,0,Maharasthra
VICTORY ELECTRIC VEHICLES INTERNATIONAL LTD,Others,OCT,0,Maharasthra
VICTORY ELECTRIC VEHICLES INTERNATIONAL LTD,Others,NOV,0,Maharasthra
VICTORY ELECTRIC VEHICLES INTERNATIONAL LTD,Others,DEC,0,Maharasthra
VIMAL UNIVERSAL TRADE PVT LTD,Others,JAN,0,Maharasthra
VIMAL UNIVERSAL TRADE PVT LTD,Others,FEB,0,Maharasthra
VIMAL UNIVERSAL TRADE PVT LTD,Others,MAR,0,Maharasthra
VIMAL UNIVERSAL TRADE PVT LTD,Others,APR,2,Maharasthra
VIMAL UNIVERSAL TRADE PVT LTD,Others,MAY,11,Maharasthra
VIMAL UNIVERSAL TRADE PVT LTD,Others,JUN,3,Maharasthra
VIMAL UNIVERSAL TRADE PVT LTD,Others,JUL,2,Maharasthra
VIMAL UNIVERSAL TRADE PVT LTD,Others,AUG,4,Maharasthra
VIMAL UNIVERSAL TRADE PVT LTD,Others,SEP,2,Maharasthra
VIMAL UNIVERSAL TRADE PVT LTD,Others,OCT,4,Maharasthra
VIMAL UNIVERSAL TRADE PVT LTD,Others,NOV,1,Maharasthra
VIMAL UNIVERSAL TRADE PVT LTD,Others,DEC,2,Maharasthra
VITAN JAGADA AUTOMOBILE PVT LTD,Others,JAN,0,Maharasthra
VITAN JAGADA AUTOMOBILE PVT LTD,Others,FEB,0,Maharasthra
VITAN JAGADA AUTOMOBILE PVT LTD,Others,MAR,0,Maharasthra
VITAN JAGADA AUTOMOBILE PVT LTD,Others,APR,0,Maharasthra
VITAN JAGADA AUTOMOBILE PVT LTD,Others,MAY,0,Maharasthra
VITAN JAGADA AUTOMOBILE PVT LTD,Others,JUN,0,Maharasthra
VITAN JAGADA AUTOMOBILE PVT LTD,Others,JUL,0,Maharasthra
VITAN JAGADA AUTOMOBILE PVT LTD,Others,AUG,1,Maharasthra
VITAN JAGADA AUTOMOBILE PVT LTD,Others,SEP,0,Maharasthra
VITAN JAGADA AUTOMOBILE PVT LTD,Others,OCT,3,Maharasthra
VITAN JAGADA AUTOMOBILE PVT LTD,Others,NOV,2,Maharasthra
VITAN JAGADA AUTOMOBILE PVT LTD,Others,DEC,0,Maharasthra
V.T. ENGINEERING,Others,JAN,0,Maharasthra
V.T. ENGINEERING,Others,FEB,0,Maharasthra
V.T. ENGINEERING,Others,MAR,0,Maharasthra
V.T. ENGINEERING,Others,APR,0,Maharasthra
V.T. ENGINEERING,Others,MAY,0,Maharasthra
V.T. ENGINEERING,Others,JUN,0,Maharasthra
V.T. ENGINEERING,Others,JUL,0,Maharasthra
V.T. ENGINEERING,Others,AUG,1,Maharasthra
V.T. ENGINEERING,Others,SEP,0,Maharasthra
V.T. ENGINEERING,Others,OCT,3,Maharasthra
V.T. ENGINEERING,Others,NOV,6,Maharasthra
V.T. ENGINEERING,Others,DEC,7,Maharasthra
WOX COOLERS PVT LTD,Others,JAN,0,Maharasthra
WOX COOLERS PVT LTD,Others,FEB,1,Maharasthra
WOX COOLERS PVT LTD,Others,MAR,0,Maharasthra
WOX COOLERS PVT LTD,Others,APR,0,Maharasthra
WOX COOLERS PVT LTD,Others,MAY,0,Maharasthra
WOX COOLERS PVT LTD,Others,JUN,0,Maharasthra
WOX COOLERS PVT LTD,Others,JUL,0,Maharasthra
WOX COOLERS PVT LTD,Others,AUG,0,Maharasthra
WOX COOLERS PVT LTD,Others,SEP,0,Maharasthra
WOX COOLERS PVT LTD,Others,OCT,0,Maharasthra
WOX COOLERS PVT LTD,Others,NOV,0,Maharasthra
WOX COOLERS PVT LTD,Others,DEC,0,Maharasthra
YAARI AUTOMOBILES PVT LTD,Others,JAN,6,Maharasthra
YAARI AUTOMOBILES PVT LTD,Others,FEB,2,Maharasthra
YAARI AUTOMOBILES PVT LTD,Others,MAR,0,Maharasthra
YAARI AUTOMOBILES PVT LTD,Others,APR,0,Maharasthra
YAARI AUTOMOBILES PVT LTD,Others,MAY,0,Maharasthra
YAARI AUTOMOBILES PVT LTD,Others,JUN,0,Maharasthra
YAARI AUTOMOBILES PVT LTD,Others,JUL,1,Maharasthra
YAARI AUTOMOBILES PVT LTD,Others,AUG,0,Maharasthra
YAARI AUTOMOBILES PVT LTD,Others,SEP,0,Maharasthra
YAARI AUTOMOBILES PVT LTD,Others,OCT,0,Maharasthra
YAARI AUTOMOBILES PVT LTD,Others,NOV,1,Maharasthra
YAARI AUTOMOBILES PVT LTD,Others,DEC,0,Maharasthra
YC ELECTRIC VEHICLE,YC,JAN,43,Maharasthra
YC ELECTRIC VEHICLE,YC,FEB,28,Maharasthra
YC ELECTRIC VEHICLE,YC,MAR,46,Maharasthra
YC ELECTRIC VEHICLE,YC,APR,43,Maharasthra
YC ELECTRIC VEHICLE,YC,MAY,50,Maharasthra
YC ELECTRIC VEHICLE,YC,JUN,32,Maharasthra
YC ELECTRIC VEHICLE,YC,JUL,51,Maharasthra
YC ELECTRIC VEHICLE,YC,AUG,43,Maharasthra
YC ELECTRIC VEHICLE,YC,SEP,50,Maharasthra
YC ELECTRIC VEHICLE,YC,OCT,68,Maharasthra
YC ELECTRIC VEHICLE,YC,NOV,58,Maharasthra
YC ELECTRIC VEHICLE,YC,DEC,65,Maharasthra
ZENMO PRIVATE LIMITED,Others,JAN,0,Maharasthra
ZENMO PRIVATE LIMITED,Others,FEB,0,Maharasthra
ZENMO PRIVATE LIMITED,Others,MAR,0,Maharasthra
ZENMO PRIVATE LIMITED,Others,APR,0,Maharasthra
ZENMO PRIVATE LIMITED,Others,MAY,0,Maharasthra
ZENMO PRIVATE LIMITED,Others,JUN,50,Maharasthra
ZENMO PRIVATE LIMITED,Others,JUL,0,Maharasthra
ZENMO PRIVATE LIMITED,Others,AUG,29,Maharasthra
ZENMO PRIVATE LIMITED,Others,SEP,16,Maharasthra
ZENMO PRIVATE LIMITED,Others,OCT,0,Maharasthra
ZENMO PRIVATE LIMITED,Others,NOV,0,Maharasthra
ZENMO PRIVATE LIMITED,Others,DEC,0,Maharasthra
ZENTHIUM EV PVT LTD,Others,JAN,1,Maharasthra
ZENTHIUM EV PVT LTD,Others,FEB,0,Maharasthra
ZENTHIUM EV PVT LTD,Others,MAR,1,Maharasthra
ZENTHIUM EV PVT LTD,Others,APR,0,Maharasthra
ZENTHIUM EV PVT LTD,Others,MAY,0,Maharasthra
ZENTHIUM EV PVT LTD,Others,JUN,0,Maharasthra
ZENTHIUM EV PVT LTD,Others,JUL,0,Maharasthra
ZENTHIUM EV PVT LTD,Others,AUG,0,Maharasthra
ZENTHIUM EV PVT LTD,Others,SEP,1,Maharasthra
ZENTHIUM EV PVT LTD,Others,OCT,0,Maharasthra
ZENTHIUM EV PVT LTD,Others,NOV,0,Maharasthra
ZENTHIUM EV PVT LTD,Others,DEC,1,Maharasthra
3S INDUSTRIES PRIVATE LIMITED,Others,JAN,33,MP
3S INDUSTRIES PRIVATE LIMITED,Others,FEB,16,MP
3S INDUSTRIES PRIVATE LIMITED,Others,MAR,21,MP
3S INDUSTRIES PRIVATE LIMITED,Others,APR,15,MP
3S INDUSTRIES PRIVATE LIMITED,Others,MAY,30,MP
3S INDUSTRIES PRIVATE LIMITED,Others,JUN,16,MP
